feature_prefix,model,seed,input_dim,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
esm,svr,42,320,0.9305034649643771,0.9253818685659169,3.3781324236751207,4.607150580432785,0.8606661330975869,0.9287549007447663,0.9316746373950185,3.692305157391104,5.089962040619708,0.8585755646324235
