trial,feature_prefix,model,selection_metric,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,val_pearson,val_spearman,val_mae,val_rmse,val_r2
85,esm,xgb,pearson,500,5,0.01,0.8,0.8,0.9119828939437866,0.8963551094542627,4.0051140785217285,5.134847902238778,0.8269199132919312
86,esm,xgb,pearson,500,5,0.01,0.8,1.0,0.9099364280700684,0.8950747605427116,4.045897006988525,5.180517069810281,0.8238275051116943
87,esm,xgb,pearson,500,5,0.01,1.0,0.8,0.9086822271347046,0.8936268575589741,4.057235240936279,5.2262112395394125,0.8207060098648071
88,esm,xgb,pearson,500,5,0.01,1.0,1.0,0.9080195426940918,0.8933726923155088,4.024635314941406,5.225004730952553,0.8207887411117554
89,esm,xgb,pearson,500,5,0.05,0.8,0.8,0.9175097942352295,0.9020750744517148,3.784726619720459,4.944355900765792,0.8395235538482666
90,esm,xgb,pearson,500,5,0.05,0.8,1.0,0.9122505187988281,0.8954091884946396,3.9111061096191406,5.090130602466984,0.8299213647842407
91,esm,xgb,pearson,500,5,0.05,1.0,0.8,0.9125298261642456,0.8986471312617482,3.909043788909912,5.0889019508323745,0.8300034999847412
92,esm,xgb,pearson,500,5,0.05,1.0,1.0,0.914566159248352,0.8986067731767019,3.8643786907196045,5.029208319912115,0.8339682817459106
93,esm,xgb,pearson,500,5,0.1,0.8,0.8,0.9113932251930237,0.8939687676277926,3.938978672027588,5.115277628444467,0.8282366991043091
94,esm,xgb,pearson,500,5,0.1,0.8,1.0,0.9082947373390198,0.8886952356048128,3.970189332962036,5.187328473667884,0.8233639001846313
95,esm,xgb,pearson,500,5,0.1,1.0,0.8,0.9094924926757812,0.8873092301335339,3.944164752960205,5.157149357823696,0.8254132270812988
96,esm,xgb,pearson,500,5,0.1,1.0,1.0,0.9117817282676697,0.8956424945031373,3.9175591468811035,5.098534893446585,0.8293592929840088
97,esm,xgb,pearson,500,7,0.01,0.8,0.8,0.91208416223526,0.8973348133053008,3.9730470180511475,5.162564751539953,0.8250464200973511
98,esm,xgb,pearson,500,7,0.01,0.8,1.0,0.9083184599876404,0.8928260443208657,4.076355457305908,5.244499776749466,0.8194489479064941
99,esm,xgb,pearson,500,7,0.01,1.0,0.8,0.9018232822418213,0.8884836957545423,4.139374732971191,5.410372358612473,0.8078474402427673
100,esm,xgb,pearson,500,7,0.01,1.0,1.0,0.8986554145812988,0.8848843440685367,4.263507843017578,5.474651879517482,0.8032544851303101
101,esm,xgb,pearson,500,7,0.05,0.8,0.8,0.9123657941818237,0.8940222640851508,3.951817512512207,5.125242087996555,0.8275668621063232
102,esm,xgb,pearson,500,7,0.05,0.8,1.0,0.9097397923469543,0.8910908733946923,3.993169069290161,5.182750687965177,0.8236755728721619
103,esm,xgb,pearson,500,7,0.05,1.0,0.8,0.9044538736343384,0.8852627577985488,4.0568461418151855,5.323298172489264,0.8139826655387878
104,esm,xgb,pearson,500,7,0.05,1.0,1.0,0.8991105556488037,0.8872081081901033,4.184438228607178,5.449811655692289,0.8050358295440674
