feature_prefix,model,seed,input_dim,C,epsilon,gamma,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
combined,svr,42,349,10.0,0.01,scale,0.9471704561807044,0.945741312651772,2.917018497176531,4.186211082514623,0.8963044821245045,0.9389076904091812,0.93716473391168,3.1271257232262437,4.478747306539584,0.8799915918083007
