feature_prefix,model,seed,input_dim,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
esm,xgb,42,320,500,5,0.05,0.8,0.8,0.9403738379478455,0.9344188642631158,3.243457078933716,4.427045946150342,0.8840299844741821,0.9347819089889526,0.9222817063234848,3.4238741397857666,4.607368679151896,0.8729997873306274
