feature_prefix,model,seed,input_dim,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
basic,ridge,42,29,0.7304845452308655,0.7089001934546408,6.761563301086426,8.46486718386235,0.5296380519866943,0.7702429294586182,0.7543708668059848,6.933621406555176,8.636922805425263,0.59279465675354
