feature_prefix,model,seed,input_dim,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
esm,mlp,42,320,0.8330612182617188,0.821089548151179,5.4452080726623535,7.413139904892644,0.6392583847045898,0.8772095441818237,0.879929724972461,5.437924861907959,7.1836638454981445,0.7182996273040771
