feature_prefix,model,seed,input_dim,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
basic,svr,42,29,0.8184515670861399,0.783353151517243,5.573307004733419,7.144258402580223,0.6649526519956435,0.8305867326388056,0.8107585836225968,5.809416750275455,7.598172624686957,0.6848526360484257
