feature_prefix,model,seed,input_dim,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
basic,xgb,42,29,0.7537001967430115,0.6335603274560527,11.882604598999023,15.738742256371696,0.5669228434562683,0.6969029307365417,0.6252106651439229,13.06817626953125,17.117833775168425,0.4800412058830261
