feature_prefix,model,seed,input_dim,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
esm,xgb,42,320,0.9169712662696838,0.9020438878590884,3.798577070236206,4.960747950980204,0.8384577035903931,0.9278532266616821,0.9195998443388512,3.904831647872925,5.1080369042935665,0.8575693368911743
