feature_prefix,model,seed,input_dim,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
basic,ridge,42,29,0.6881167888641357,0.6221696769595847,14.307465553283691,17.366757859901576,0.4726939797401428,0.6476311087608337,0.6070755198851656,14.816872596740723,18.093836861568274,0.41905808448791504
