feature_prefix,model,seed,input_dim,C,epsilon,gamma,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
esm,svr,42,1280,10.0,0.01,scale,0.9630539162669117,0.964816395653814,2.405532992837596,3.516889511749103,0.9268127906426789,0.9567128255757771,0.9582326660256888,2.497363932898255,3.7970615968679664,0.9137431011528807
