feature_prefix,model,seed,input_dim,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
esm,rf,42,320,0.8985520425926139,0.8862166143366922,4.315182566235433,5.555527255112911,0.7973986003613691,0.9081751644064022,0.9045951283588979,4.551809033207601,5.887890220619284,0.810759200359278
