feature_prefix,model,seed,input_dim,C,epsilon,gamma,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
esm,svr,42,320,10.0,0.01,scale,0.9468703314202516,0.9455956450286881,2.9383564093958072,4.196166438892344,0.8958106927203665,0.9371671329343741,0.93408565735373,3.1728807716429435,4.53684164261248,0.8768581152463902
