feature_prefix,model,seed,input_dim,alpha,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
combined,ridge,42,1309,100.0,0.9637994766235352,0.9620922360904723,2.5276288986206055,3.4734056177018844,0.9286113977432251,0.9609500765800476,0.9579243060004442,2.541466474533081,3.5821348152456136,0.9232316017150879
