feature_prefix,model,seed,input_dim,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
basic,mlp,42,29,0.8069201707839966,0.7527372361241895,5.731037139892578,7.317284217209941,0.648527204990387,0.8112446069717407,0.7940367213646259,6.126389980316162,7.949900394991324,0.6550002694129944
