feature_prefix,model,seed,input_dim,alpha,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
esm,ridge,42,320,100.0,0.9389623403549194,0.9310930597370254,3.265901565551758,4.475219098913076,0.8814923763275146,0.9305510520935059,0.9187707287159365,3.504997491836548,4.735444102422493,0.8658409118652344
