feature_prefix,model,seed,input_dim,C,epsilon,gamma,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
esm,svr,42,1280,10.0,0.01,scale,0.941945857053138,0.9333049768914266,3.0469112322256158,4.209788554777599,0.8836644513714207,0.9457403728273972,0.9521136163018746,3.1055308443568026,4.470349977255352,0.8909116391887091
