feature_prefix,model,seed,input_dim,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
esm,ridge,42,320,0.9145064353942871,0.9027396224700884,3.743544101715088,5.000356280031063,0.8358678221702576,0.9244036674499512,0.914346723509512,4.019265651702881,5.203865067371011,0.8521751761436462
