feature_prefix,model,seed,input_dim,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
basic,rf,42,29,0.8044910560032248,0.7782752881874929,5.631200871624421,7.33141541688655,0.6471683521065148,0.8445613241648467,0.8063595466609512,5.994744985430497,7.334476159938534,0.7063475902719654
