feature_prefix,model,seed,input_dim,alpha,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
combined,ridge,42,349,100.0,0.9422047138214111,0.9354353142047371,3.1542017459869385,4.357737681504666,0.8876327276229858,0.9370357990264893,0.9274690317083121,3.3405802249908447,4.517290593557229,0.8779171705245972
