feature_prefix,model,seed,input_dim,alpha,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
esm,ridge,42,1280,100.0,0.9487499594688416,0.9394271623544518,2.956055164337158,3.904426209987306,0.8999294638633728,0.958357572555542,0.9552307418394995,2.8845391273498535,3.8743190782390813,0.9180618524551392
