feature_prefix,model,seed,input_dim,C,epsilon,gamma,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
combined,svr,42,1309,10.0,0.01,scale,0.9639336027619185,0.9654744431814113,2.373391244880036,3.4773560081132118,0.9284489436584309,0.9576285042521495,0.9592234496288211,2.458312861687479,3.7594084748115573,0.91544533222583
