feature_prefix,model,seed,input_dim,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
esm,xgb,42,1280,500,5,0.05,0.8,0.8,0.9284073114395142,0.9081745868332535,3.54007625579834,4.6611902028404355,0.857378363609314,0.9476239681243896,0.9437615514837363,3.433692455291748,4.4150002892776,0.8935962915420532
