feature_prefix,model,seed,input_dim,alpha,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
esm,ridge,42,1280,100.0,0.9614981412887573,0.9603400542000617,2.615873336791992,3.582647006525239,0.9240503311157227,0.9572350978851318,0.9535822644652308,2.6757802963256836,3.7476357954690522,0.9159740805625916
