bin,count,pearson,spearman,mae,rmse,r2
low,497,0.817016973856823,0.8528804075508732,2.9806964966477394,4.925742399765434,0.5859550073825697
medium,496,0.7325380064046317,0.7481009011177499,2.15116967790927,2.945462549233649,0.2762853566740412
high,496,0.7749257031159364,0.7770445868377324,2.2420194441137493,3.0725147724974193,0.3591367653849078
