bin,count,pearson,spearman,mae,rmse,r2
short,497,0.9149958525606312,0.9143816907703325,3.2526399700125066,5.008503188933096,0.8309481454418277
medium,496,0.9684223922935387,0.9660808580309704,2.0692520468385895,2.8708132309149716,0.9374588341812116
long,496,0.9734438715185829,0.9758603104300272,2.0514453286878784,3.008438872887216,0.9458843721138469
