feature_prefix,model,seed,input_dim,val_pearson,val_spearman,val_mae,val_rmse,val_r2,test_pearson,test_spearman,test_mae,test_rmse,test_r2
basic,xgb,42,29,0.8108481168746948,0.779156590864879,5.505236625671387,7.242559363767432,0.655669093132019,0.8379865288734436,0.8036222134765819,5.883044719696045,7.406751655940236,0.7005316615104675
